tile,split,block_x,block_y,center_x,center_y,source_dir
tile_025122,train,227,1268,466176.000,2598144.000,D:\桌面\dac\prepared_4m\tile_025122
tile_025123,train,227,1268,466688.000,2598144.000,D:\桌面\dac\prepared_4m\tile_025123
tile_025124,train,228,1268,467200.000,2598144.000,D:\桌面\dac\prepared_4m\tile_025124
tile_025125,train,228,1268,468225.007,2598144.000,D:\桌面\dac\prepared_4m\tile_025125
tile_025126,train,228,1268,468736.000,2598144.000,D:\桌面\dac\prepared_4m\tile_025126
tile_025127,train,229,1268,469248.000,2598144.000,D:\桌面\dac\prepared_4m\tile_025127
tile_025128,train,229,1268,470845.079,2598144.000,D:\桌面\dac\prepared_4m\tile_025128
tile_025129,train,231,1268,473344.000,2598144.000,D:\桌面\dac\prepared_4m\tile_025129
tile_025130,train,231,1268,474368.000,2598144.000,D:\桌面\dac\prepared_4m\tile_025130
tile_025131,train,231,1268,474880.000,2598144.000,D:\桌面\dac\prepared_4m\tile_025131
tile_025132,train,232,1268,475392.000,2598144.000,D:\桌面\dac\prepared_4m\tile_025132
tile_025133,train,232,1268,475904.000,2598144.000,D:\桌面\dac\prepared_4m\tile_025133
tile_025134,train,232,1268,476928.000,2598144.000,D:\桌面\dac\prepared_4m\tile_025134
tile_025135,test,233,1268,477440.000,2598144.000,D:\桌面\dac\prepared_4m\tile_025135
tile_025136,test,233,1268,477952.000,2598144.000,D:\桌面\dac\prepared_4m\tile_025136
tile_025137,test,233,1268,478464.000,2598144.000,D:\桌面\dac\prepared_4m\tile_025137
tile_025138,test,233,1268,478976.000,2598144.000,D:\桌面\dac\prepared_4m\tile_025138
tile_025139,train,234,1268,479488.000,2598144.000,D:\桌面\dac\prepared_4m\tile_025139
tile_025140,train,38,1268,79825.964,2598656.000,D:\桌面\dac\prepared_4m\tile_025140
tile_025141,train,40,1268,82688.000,2598681.559,D:\桌面\dac\prepared_4m\tile_025141
tile_025142,train,40,1268,83200.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025142
tile_025143,train,40,1268,83712.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025143
tile_025144,train,41,1268,84224.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025144
tile_025145,train,41,1268,85248.000,2598666.770,D:\桌面\dac\prepared_4m\tile_025145
tile_025146,test,42,1268,86272.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025146
tile_025147,train,52,1268,106752.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025147
tile_025148,train,52,1268,107782.102,2598656.000,D:\桌面\dac\prepared_4m\tile_025148
tile_025149,train,52,1268,108288.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025149
tile_025150,train,53,1268,108800.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025150
tile_025151,train,53,1268,109312.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025151
tile_025152,train,53,1268,109824.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025152
tile_025153,val,55,1268,113920.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025153
tile_025154,train,57,1268,118528.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025154
tile_025155,test,58,1268,119040.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025155
tile_025156,test,58,1268,119552.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025156
tile_025157,test,58,1268,120064.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025157
tile_025158,train,61,1268,125696.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025158
tile_025159,train,218,1268,448256.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025159
tile_025160,val,219,1268,448768.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025160
tile_025161,val,219,1268,449280.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025161
tile_025162,train,224,1268,460544.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025162
tile_025163,train,225,1268,461056.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025163
tile_025164,train,225,1268,462080.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025164
tile_025165,train,225,1268,462592.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025165
tile_025166,train,226,1268,463616.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025166
tile_025167,train,226,1268,464128.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025167
tile_025168,train,226,1268,464640.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025168
tile_025169,train,227,1268,465152.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025169
tile_025170,train,227,1268,465664.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025170
tile_025171,train,227,1268,466176.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025171
tile_025172,train,227,1268,466688.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025172
tile_025173,train,228,1268,467712.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025173
tile_025174,train,228,1268,468736.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025174
tile_025175,train,229,1268,469248.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025175
tile_025176,train,229,1268,470784.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025176
tile_025177,train,230,1268,472832.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025177
tile_025178,train,231,1268,473344.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025178
tile_025179,train,231,1268,473856.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025179
tile_025180,train,231,1268,474880.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025180
tile_025181,train,232,1268,475392.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025181
tile_025182,train,232,1268,476928.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025182
tile_025183,test,233,1268,477440.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025183
tile_025184,test,233,1268,477952.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025184
tile_025185,test,233,1268,478464.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025185
tile_025186,test,233,1268,478976.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025186
tile_025187,train,234,1268,479488.000,2598656.000,D:\桌面\dac\prepared_4m\tile_025187
tile_025188,test,40,1269,83200.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025188
tile_025189,test,40,1269,83712.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025189
tile_025190,train,41,1269,84224.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025190
tile_025191,train,41,1269,84736.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025191
tile_025192,train,41,1269,85248.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025192
tile_025193,train,41,1269,85760.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025193
tile_025194,train,42,1269,87296.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025194
tile_025195,train,50,1269,103680.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025195
tile_025196,train,51,1269,106240.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025196
tile_025197,train,52,1269,106752.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025197
tile_025198,train,52,1269,107264.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025198
tile_025199,train,52,1269,107776.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025199
tile_025200,train,52,1269,108288.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025200
tile_025201,train,53,1269,108800.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025201
tile_025202,train,53,1269,109312.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025202
tile_025203,train,53,1269,109824.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025203
tile_025204,train,57,1269,118528.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025204
tile_025205,test,58,1269,119040.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025205
tile_025206,test,58,1269,119552.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025206
tile_025207,test,58,1269,120064.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025207
tile_025208,train,61,1269,126746.361,2599333.955,D:\桌面\dac\prepared_4m\tile_025208
tile_025209,train,62,1269,127232.000,2599180.576,D:\桌面\dac\prepared_4m\tile_025209
tile_025210,train,178,1269,366370.847,2599168.000,D:\桌面\dac\prepared_4m\tile_025210
tile_025211,train,197,1269,404224.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025211
tile_025212,train,212,1269,434432.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025212
tile_025213,train,218,1269,447744.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025213
tile_025214,train,225,1269,462592.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025214
tile_025215,train,226,1269,463616.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025215
tile_025216,train,226,1269,464128.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025216
tile_025217,train,226,1269,464640.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025217
tile_025218,train,227,1269,465152.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025218
tile_025219,train,227,1269,465664.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025219
tile_025220,train,227,1269,466176.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025220
tile_025221,train,227,1269,466688.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025221
tile_025222,train,228,1269,467200.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025222
tile_025223,train,228,1269,468224.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025223
tile_025224,train,228,1269,468736.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025224
tile_025225,train,229,1269,470784.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025225
tile_025226,test,231,1269,473856.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025226
tile_025227,test,231,1269,474891.107,2599168.000,D:\桌面\dac\prepared_4m\tile_025227
tile_025228,val,232,1269,475392.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025228
tile_025229,val,232,1269,476507.906,2599168.000,D:\桌面\dac\prepared_4m\tile_025229
tile_025230,val,232,1269,476928.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025230
tile_025231,test,233,1269,477440.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025231
tile_025232,test,233,1269,477952.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025232
tile_025233,test,233,1269,478464.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025233
tile_025234,test,233,1269,478976.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025234
tile_025235,train,234,1269,479488.000,2599168.000,D:\桌面\dac\prepared_4m\tile_025235
tile_025236,test,40,1269,83200.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025236
tile_025237,test,40,1269,83712.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025237
tile_025238,train,41,1269,84736.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025238
tile_025239,train,41,1269,85248.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025239
tile_025240,train,41,1269,85760.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025240
tile_025241,train,50,1269,103680.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025241
tile_025242,train,50,1269,104192.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025242
tile_025243,train,51,1269,105216.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025243
tile_025244,train,51,1269,105728.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025244
tile_025245,train,51,1269,106240.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025245
tile_025246,train,52,1269,106752.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025246
tile_025247,train,52,1269,107264.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025247
tile_025248,train,52,1269,107776.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025248
tile_025249,train,52,1269,108288.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025249
tile_025250,train,53,1269,108800.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025250
tile_025251,train,53,1269,109312.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025251
tile_025252,train,53,1269,110336.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025252
tile_025253,train,56,1269,114944.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025253
tile_025254,train,56,1269,115456.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025254
tile_025255,train,56,1269,115968.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025255
tile_025256,test,58,1269,119552.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025256
tile_025257,test,58,1269,120576.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025257
tile_025258,train,59,1269,121088.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025258
tile_025259,train,61,1269,125184.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025259
tile_025260,train,62,1269,127232.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025260
tile_025261,test,115,1269,237312.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025261
tile_025262,test,120,1269,247040.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025262
tile_025263,val,210,1269,430336.000,2599687.528,D:\桌面\dac\prepared_4m\tile_025263
tile_025264,val,210,1269,430848.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025264
tile_025265,val,210,1269,431872.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025265
tile_025266,train,211,1269,433920.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025266
tile_025267,train,212,1269,434432.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025267
tile_025268,val,213,1269,436480.000,2599681.201,D:\桌面\dac\prepared_4m\tile_025268
tile_025269,train,218,1269,447232.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025269
tile_025270,train,225,1269,462120.852,2599680.000,D:\桌面\dac\prepared_4m\tile_025270
tile_025271,train,225,1269,462592.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025271
tile_025272,train,226,1269,463104.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025272
tile_025273,train,226,1269,463616.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025273
tile_025274,train,226,1269,464640.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025274
tile_025275,train,227,1269,465152.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025275
tile_025276,train,227,1269,465664.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025276
tile_025277,train,227,1269,466176.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025277
tile_025278,train,227,1269,466688.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025278
tile_025279,train,228,1269,467200.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025279
tile_025280,train,228,1269,468224.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025280
tile_025281,train,228,1269,468736.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025281
tile_025282,val,232,1269,476443.841,2599680.000,D:\桌面\dac\prepared_4m\tile_025282
tile_025283,val,232,1269,476928.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025283
tile_025284,test,233,1269,477440.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025284
tile_025285,test,233,1269,477952.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025285
tile_025286,test,233,1269,478464.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025286
tile_025287,test,233,1269,478976.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025287
tile_025288,train,234,1269,479488.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025288
tile_025289,train,234,1269,480000.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025289
tile_025290,train,234,1269,480512.000,2599680.000,D:\桌面\dac\prepared_4m\tile_025290
tile_025291,train,27,1269,56064.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025291
tile_025292,train,27,1269,56576.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025292
tile_025293,train,41,1269,85248.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025293
tile_025294,train,51,1269,105224.344,2600192.000,D:\桌面\dac\prepared_4m\tile_025294
tile_025295,train,51,1269,105728.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025295
tile_025296,train,51,1269,106240.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025296
tile_025297,train,52,1269,106752.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025297
tile_025298,train,52,1269,107264.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025298
tile_025299,train,52,1269,107776.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025299
tile_025300,train,52,1269,108288.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025300
tile_025301,train,53,1269,108800.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025301
tile_025302,train,53,1269,109312.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025302
tile_025303,train,55,1269,112896.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025303
tile_025304,train,55,1269,113408.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025304
tile_025305,test,58,1269,119552.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025305
tile_025306,test,58,1269,120064.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025306
tile_025307,train,62,1269,127232.000,2600219.280,D:\桌面\dac\prepared_4m\tile_025307
tile_025308,train,62,1269,127744.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025308
tile_025309,val,210,1269,431872.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025309
tile_025310,train,211,1269,433408.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025310
tile_025311,train,211,1269,433920.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025311
tile_025312,train,212,1269,434432.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025312
tile_025313,train,215,1269,441088.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025313
tile_025314,train,218,1269,447232.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025314
tile_025315,train,218,1269,447744.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025315
tile_025316,train,218,1269,448256.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025316
tile_025317,train,225,1269,461568.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025317
tile_025318,train,225,1269,462080.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025318
tile_025319,train,225,1269,462592.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025319
tile_025320,train,226,1269,463104.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025320
tile_025321,train,226,1269,463616.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025321
tile_025322,train,226,1269,464128.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025322
tile_025323,train,226,1269,464640.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025323
tile_025324,train,227,1269,465152.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025324
tile_025325,train,227,1269,465664.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025325
tile_025326,train,227,1269,466176.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025326
tile_025327,train,227,1269,466688.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025327
tile_025328,train,228,1269,468224.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025328
tile_025329,train,228,1269,468736.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025329
tile_025330,train,229,1269,470272.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025330
tile_025331,train,229,1269,470784.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025331
tile_025332,val,232,1269,476416.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025332
tile_025333,val,232,1269,476928.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025333
tile_025334,test,233,1269,477440.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025334
tile_025335,test,233,1269,477952.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025335
tile_025336,test,233,1269,478464.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025336
tile_025337,test,233,1269,478976.000,2600192.000,D:\桌面\dac\prepared_4m\tile_025337
tile_025338,train,51,1269,105216.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025338
tile_025339,train,51,1269,105728.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025339
tile_025340,train,51,1269,106240.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025340
tile_025341,train,52,1269,106752.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025341
tile_025342,train,52,1269,107264.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025342
tile_025343,train,52,1269,107776.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025343
tile_025344,train,52,1269,108288.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025344
tile_025345,train,53,1269,108800.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025345
tile_025346,train,53,1269,109312.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025346
tile_025347,train,53,1269,109824.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025347
tile_025348,train,53,1269,110336.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025348
tile_025349,test,54,1269,111360.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025349
tile_025350,test,54,1269,112384.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025350
tile_025351,train,55,1269,112896.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025351
tile_025352,train,55,1269,113408.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025352
tile_025353,train,55,1269,113920.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025353
tile_025354,train,56,1269,114944.000,2600704.343,D:\桌面\dac\prepared_4m\tile_025354
tile_025355,test,58,1269,120064.000,2600729.152,D:\桌面\dac\prepared_4m\tile_025355
tile_025356,test,58,1269,120576.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025356
tile_025357,train,61,1269,126720.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025357
tile_025358,test,120,1269,246016.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025358
tile_025359,val,210,1269,431360.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025359
tile_025360,val,210,1269,431872.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025360
tile_025361,train,211,1269,432384.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025361
tile_025362,train,211,1269,433408.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025362
tile_025363,train,211,1269,433920.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025363
tile_025364,train,216,1269,442624.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025364
tile_025365,train,216,1269,443136.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025365
tile_025366,train,218,1269,446720.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025366
tile_025367,train,218,1269,447232.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025367
tile_025368,train,218,1269,447744.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025368
tile_025369,train,218,1269,448256.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025369
tile_025370,train,225,1269,461568.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025370
tile_025371,train,226,1269,463104.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025371
tile_025372,train,226,1269,463616.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025372
tile_025373,train,226,1269,464128.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025373
tile_025374,train,226,1269,464640.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025374
tile_025375,train,227,1269,465152.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025375
tile_025376,train,227,1269,466176.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025376
tile_025377,train,228,1269,467712.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025377
tile_025378,train,228,1269,468224.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025378
tile_025379,train,229,1269,470272.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025379
tile_025380,test,231,1269,474880.000,2600760.983,D:\桌面\dac\prepared_4m\tile_025380
tile_025381,test,233,1269,477440.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025381
tile_025382,test,233,1269,477952.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025382
tile_025383,test,233,1269,478464.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025383
tile_025384,test,233,1269,478976.000,2600704.000,D:\桌面\dac\prepared_4m\tile_025384
tile_025385,train,1,1270,3840.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025385
tile_025386,train,43,1270,88320.000,2601222.110,D:\桌面\dac\prepared_4m\tile_025386
tile_025387,train,44,1270,91392.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025387
tile_025388,train,50,1270,102656.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025388
tile_025389,train,50,1270,103168.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025389
tile_025390,train,51,1270,105216.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025390
tile_025391,train,51,1270,105728.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025391
tile_025392,train,52,1270,106752.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025392
tile_025393,train,52,1270,107776.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025393
tile_025394,train,52,1270,108288.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025394
tile_025395,train,53,1270,109312.000,2601216.913,D:\桌面\dac\prepared_4m\tile_025395
tile_025396,train,53,1270,109824.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025396
tile_025397,train,53,1270,110336.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025397
tile_025398,train,54,1270,111872.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025398
tile_025399,train,55,1270,112896.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025399
tile_025400,train,55,1270,113408.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025400
tile_025401,train,55,1270,114432.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025401
tile_025402,train,56,1270,114944.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025402
tile_025403,train,58,1270,119040.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025403
tile_025404,train,58,1270,120576.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025404
tile_025405,train,59,1270,121600.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025405
tile_025406,train,60,1270,123136.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025406
tile_025407,train,62,1270,127253.764,2601216.000,D:\桌面\dac\prepared_4m\tile_025407
tile_025408,train,69,1270,141568.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025408
tile_025409,train,211,1270,433920.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025409
tile_025410,train,212,1270,434432.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025410
tile_025411,train,214,1270,439552.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025411
tile_025412,train,215,1270,440576.000,2601230.669,D:\桌面\dac\prepared_4m\tile_025412
tile_025413,train,217,1270,446208.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025413
tile_025414,train,218,1270,447232.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025414
tile_025415,train,218,1270,447744.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025415
tile_025416,test,224,1270,459008.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025416
tile_025417,train,225,1270,462080.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025417
tile_025418,train,225,1270,462592.000,2601216.000,D:\桌面\dac\prepared_4m\tile_025418
