tile,split,status,valid_gain_pixels,seconds,error
tile_025139,train,ok,11326,0.007,
tile_025140,train,ok,11877,0.008,
tile_025141,train,ok,11338,0.007,
tile_025142,train,ok,12345,0.008,
tile_025143,train,ok,10744,0.008,
tile_025144,train,ok,12455,0.01,
tile_025145,train,ok,12285,0.009,
tile_025146,test,ok,12448,0.01,
tile_025147,train,ok,11712,0.01,
tile_025148,train,ok,11727,0.01,
tile_025149,train,ok,9843,0.011,
tile_025150,train,ok,10785,0.011,
tile_025151,train,ok,11098,0.01,
tile_025152,train,ok,11645,0.011,
tile_025153,val,ok,12420,0.009,
tile_025154,train,ok,11671,0.008,
tile_025155,test,ok,9747,0.008,
tile_025156,test,ok,8874,0.009,
tile_025157,test,ok,12251,0.009,
tile_025158,train,ok,12582,0.01,
tile_025159,train,ok,12960,0.011,
tile_025160,val,ok,11656,0.012,
tile_025161,val,ok,11958,0.012,
tile_025162,train,ok,11628,0.01,
tile_025163,train,ok,8250,0.011,
tile_025164,train,ok,11545,0.01,
tile_025165,train,ok,10153,0.01,
tile_025166,train,ok,12236,0.011,
tile_025167,train,ok,10524,0.011,
tile_025168,train,ok,11810,0.01,
tile_025169,train,ok,7650,0.01,
tile_025170,train,ok,8220,0.008,
tile_025171,train,ok,9870,0.01,
tile_025172,train,ok,11570,0.01,
tile_025173,train,ok,9084,0.008,
tile_025174,train,ok,9947,0.009,
tile_025175,train,ok,12727,0.008,
tile_025176,train,ok,7867,0.009,
tile_025177,train,ok,10613,0.009,
tile_025178,train,ok,12267,0.009,
tile_025179,train,ok,12501,0.008,
tile_025180,train,ok,11554,0.009,
tile_025181,train,ok,10696,0.008,
tile_025182,train,ok,9000,0.007,
tile_025183,test,ok,9442,0.01,
tile_025184,test,ok,9053,0.01,
tile_025185,test,ok,8239,0.01,
tile_025186,test,ok,8094,0.01,
tile_025187,train,ok,9404,0.009,
tile_025188,test,ok,11631,0.009,
tile_025189,test,ok,11528,0.009,
tile_025190,train,ok,8226,0.009,
tile_025191,train,ok,10265,0.009,
tile_025192,train,ok,11395,0.009,
tile_025193,train,ok,11146,0.008,
tile_025194,train,ok,12021,0.008,
tile_025195,train,ok,10121,0.007,
tile_025196,train,ok,12695,0.009,
tile_025197,train,ok,11407,0.009,
tile_025198,train,ok,9836,0.009,
tile_025199,train,ok,9335,0.009,
tile_025200,train,ok,10313,0.01,
tile_025201,train,ok,11538,0.01,
tile_025202,train,ok,11482,0.009,
tile_025203,train,ok,11036,0.01,
tile_025204,train,ok,12991,0.008,
tile_025205,test,ok,11550,0.009,
tile_025206,test,ok,10392,0.009,
tile_025207,test,ok,10285,0.009,
tile_025208,train,ok,13043,0.007,
tile_025209,train,ok,12709,0.006,
tile_025210,train,ok,12886,0.007,
tile_025211,train,ok,12739,0.006,
tile_025212,train,ok,12845,0.008,
tile_025213,train,ok,12747,0.009,
tile_025214,train,ok,10851,0.008,
tile_025215,train,ok,12150,0.008,
tile_025216,train,ok,12509,0.008,
tile_025217,train,ok,11691,0.008,
tile_025218,train,ok,6639,0.008,
tile_025219,train,ok,7840,0.008,
tile_025220,train,ok,7544,0.008,
tile_025221,train,ok,8075,0.007,
tile_025222,train,ok,9406,0.008,
tile_025223,train,ok,12943,0.008,
tile_025224,train,ok,9858,0.007,
tile_025225,train,ok,10032,0.006,
tile_025226,test,ok,11222,0.006,
tile_025227,test,ok,8844,0.006,
tile_025228,val,ok,8606,0.009,
tile_025229,val,ok,9892,0.008,
tile_025230,val,ok,9403,0.008,
tile_025231,test,ok,10386,0.007,
tile_025232,test,ok,8602,0.007,
tile_025233,test,ok,8548,0.007,
tile_025234,test,ok,9361,0.006,
tile_025235,train,ok,10774,0.006,
tile_025236,test,ok,11532,0.008,
tile_025237,test,ok,12451,0.006,
tile_025238,train,ok,12885,0.006,
tile_025239,train,ok,9369,0.007,
tile_025240,train,ok,11439,0.007,
tile_025241,train,ok,11751,0.006,
tile_025242,train,ok,12177,0.007,
tile_025243,train,ok,13029,0.008,
tile_025244,train,ok,12597,0.007,
tile_025245,train,ok,10912,0.009,
tile_025246,train,ok,11783,0.007,
tile_025247,train,ok,11057,0.008,
tile_025248,train,ok,10155,0.008,
tile_025249,train,ok,10393,0.007,
tile_025250,train,ok,12141,0.007,
tile_025251,train,ok,12363,0.007,
tile_025252,train,ok,13103,0.007,
tile_025253,train,ok,12356,0.008,
tile_025254,train,ok,12149,0.007,
tile_025255,train,ok,12827,0.008,
tile_025256,test,ok,11128,0.007,
tile_025257,test,ok,12885,0.008,
tile_025258,train,ok,12557,0.008,
tile_025259,train,ok,12410,0.008,
tile_025260,train,ok,11407,0.008,
tile_025261,test,ok,11716,0.009,
tile_025262,test,ok,13158,0.008,
tile_025263,val,ok,12370,0.01,
tile_025264,val,ok,12708,0.011,
tile_025265,val,ok,13103,0.01,
tile_025266,train,ok,10240,0.01,
tile_025267,train,ok,12144,0.009,
tile_025268,val,ok,12623,0.009,
tile_025269,train,ok,11931,0.013,
tile_025270,train,ok,11568,0.011,
tile_025271,train,ok,10829,0.009,
tile_025272,train,ok,12565,0.011,
tile_025273,train,ok,12714,0.01,
tile_025274,train,ok,13047,0.011,
tile_025275,train,ok,8082,0.01,
tile_025276,train,ok,7739,0.01,
tile_025277,train,ok,8806,0.008,
tile_025278,train,ok,6899,0.01,
tile_025279,train,ok,12551,0.01,
tile_025280,train,ok,12833,0.009,
tile_025281,train,ok,12872,0.01,
tile_025282,val,ok,9804,0.009,
tile_025283,val,ok,8848,0.01,
tile_025284,test,ok,9465,0.009,
tile_025285,test,ok,8309,0.008,
tile_025286,test,ok,6803,0.009,
tile_025287,test,ok,9092,0.009,
tile_025288,train,ok,9656,0.009,
tile_025289,train,ok,10276,0.01,
tile_025290,train,ok,12415,0.009,
tile_025291,train,ok,11313,0.011,
tile_025292,train,ok,12467,0.011,
tile_025293,train,ok,12912,0.011,
tile_025294,train,ok,12383,0.012,
tile_025295,train,ok,9959,0.011,
tile_025296,train,ok,9882,0.01,
tile_025297,train,ok,10346,0.01,
tile_025298,train,ok,9672,0.01,
tile_025299,train,ok,11170,0.009,
tile_025300,train,ok,9432,0.01,
tile_025301,train,ok,10010,0.012,
tile_025302,train,ok,13094,0.011,
tile_025303,train,ok,12847,0.011,
tile_025304,train,ok,11389,0.012,
tile_025305,test,ok,11741,0.013,
tile_025306,test,ok,12630,0.012,
tile_025307,train,ok,10182,0.013,
tile_025308,train,ok,12486,0.013,
tile_025309,val,ok,12683,0.012,
tile_025310,train,ok,11101,0.012,
tile_025311,train,ok,11662,0.012,
tile_025312,train,ok,10133,0.01,
tile_025313,train,ok,12808,0.012,
tile_025314,train,ok,11900,0.01,
tile_025315,train,ok,13017,0.011,
tile_025316,train,ok,11409,0.01,
tile_025317,train,ok,13100,0.009,
tile_025318,train,ok,11061,0.009,
tile_025319,train,ok,10242,0.009,
tile_025320,train,ok,12334,0.01,
tile_025321,train,ok,11580,0.01,
tile_025322,train,ok,12239,0.01,
tile_025323,train,ok,13091,0.01,
tile_025324,train,ok,9983,0.01,
tile_025325,train,ok,10657,0.009,
tile_025326,train,ok,9355,0.009,
tile_025327,train,ok,7609,0.008,
tile_025328,train,ok,11074,0.008,
tile_025329,train,ok,11933,0.009,
tile_025330,train,ok,12415,0.01,
tile_025331,train,ok,12226,0.008,
tile_025332,val,ok,11808,0.009,
tile_025333,val,ok,7880,0.008,
tile_025334,test,ok,10032,0.01,
tile_025335,test,ok,8267,0.009,
tile_025336,test,ok,7940,0.008,
tile_025337,test,ok,10984,0.009,
tile_025338,train,ok,12301,0.009,
tile_025339,train,ok,12084,0.009,
tile_025340,train,ok,10911,0.008,
tile_025341,train,ok,10337,0.009,
tile_025342,train,ok,12714,0.008,
tile_025343,train,ok,10106,0.008,
tile_025344,train,ok,11004,0.007,
tile_025345,train,ok,10822,0.006,
tile_025346,train,ok,12889,0.006,
tile_025347,train,ok,11879,0.006,
tile_025348,train,ok,12093,0.006,
tile_025349,test,ok,12820,0.006,
tile_025350,test,ok,12749,0.007,
tile_025351,train,ok,11392,0.007,
tile_025352,train,ok,11209,0.007,
tile_025353,train,ok,12582,0.009,
tile_025354,train,ok,11936,0.008,
tile_025355,test,ok,12833,0.007,
tile_025356,test,ok,12543,0.008,
tile_025357,train,ok,12666,0.008,
tile_025358,test,ok,12460,0.007,
tile_025359,val,ok,13101,0.007,
tile_025360,val,ok,12762,0.008,
tile_025361,train,ok,12262,0.008,
tile_025362,train,ok,11548,0.008,
tile_025363,train,ok,12578,0.007,
tile_025364,train,ok,13061,0.008,
tile_025365,train,ok,12016,0.008,
tile_025366,train,ok,12081,0.008,
tile_025367,train,ok,12902,0.007,
tile_025368,train,ok,11756,0.007,
tile_025369,train,ok,10959,0.008,
tile_025370,train,ok,10960,0.008,
tile_025371,train,ok,11928,0.009,
tile_025372,train,ok,13003,0.008,
tile_025373,train,ok,11938,0.008,
tile_025374,train,ok,10995,0.007,
tile_025375,train,ok,12620,0.007,
tile_025376,train,ok,11790,0.007,
tile_025377,train,ok,10697,0.008,
tile_025378,train,ok,10727,0.008,
tile_025379,train,ok,9280,0.008,
tile_025380,test,ok,12502,0.008,
tile_025381,test,ok,9720,0.008,
tile_025382,test,ok,10152,0.009,
tile_025383,test,ok,8984,0.008,
tile_025384,test,ok,10203,0.007,
tile_025385,train,ok,12709,0.006,
tile_025386,train,ok,12897,0.006,
tile_025387,train,ok,12594,0.006,
tile_025388,train,ok,11722,0.006,
tile_025389,train,ok,11891,0.007,
tile_025390,train,ok,11792,0.008,
tile_025391,train,ok,10975,0.008,
tile_025392,train,ok,11282,0.006,
tile_025393,train,ok,12079,0.006,
tile_025394,train,ok,12994,0.007,
tile_025395,train,ok,12199,0.007,
tile_025396,train,ok,9887,0.006,
tile_025397,train,ok,11953,0.007,
tile_025398,train,ok,12853,0.008,
tile_025399,train,ok,12191,0.007,
tile_025400,train,ok,13123,0.007,
tile_025401,train,ok,11811,0.008,
tile_025402,train,ok,12936,0.008,
tile_025403,train,ok,12750,0.007,
tile_025404,train,ok,13054,0.008,
tile_025405,train,ok,12942,0.009,
tile_025406,train,ok,12980,0.009,
tile_025407,train,ok,12765,0.008,
tile_025408,train,ok,12904,0.009,
tile_025409,train,ok,11765,0.009,
tile_025410,train,ok,12077,0.009,
tile_025411,train,ok,12754,0.009,
tile_025412,train,ok,12824,0.008,
tile_025413,train,ok,11478,0.007,
tile_025414,train,ok,12860,0.009,
tile_025415,train,ok,12132,0.01,
tile_025416,test,ok,12974,0.009,
tile_025417,train,ok,11610,0.01,
tile_025418,train,ok,12501,0.01,
tile_025419,train,ok,11781,0.009,
tile_025420,train,ok,10414,0.009,
tile_025421,train,ok,8983,0.007,
tile_025422,train,ok,11095,0.009,
tile_025423,train,ok,9854,0.009,
tile_025424,train,ok,12290,0.007,
tile_025425,train,ok,13117,0.01,
tile_025426,train,ok,9632,0.01,
tile_025427,train,ok,11454,0.01,
tile_025428,train,ok,11775,0.01,
tile_025429,train,ok,12783,0.01,
tile_025430,train,ok,11911,0.011,
tile_025431,train,ok,10307,0.011,
tile_025432,train,ok,10113,0.01,
tile_025433,train,ok,10114,0.01,
tile_025434,train,ok,11988,0.01,
tile_025435,train,ok,12954,0.01,
tile_025436,train,ok,10790,0.01,
tile_025437,train,ok,9206,0.009,
tile_025438,train,ok,9380,0.009,
tile_025439,train,ok,9202,0.008,
tile_025440,train,ok,11115,0.009,
tile_025441,train,ok,11856,0.008,
tile_025442,train,ok,12592,0.009,
tile_025443,train,ok,12807,0.008,
tile_025444,train,ok,12455,0.008,
tile_025445,train,ok,12459,0.007,
tile_025446,train,ok,12857,0.009,
tile_025447,train,ok,12510,0.008,
tile_025448,train,ok,12611,0.009,
tile_025449,train,ok,12210,0.009,
tile_025450,train,ok,12989,0.008,
tile_025451,train,ok,12303,0.008,
tile_025452,train,ok,9866,0.007,
tile_025453,train,ok,12394,0.007,
tile_025454,train,ok,12096,0.008,
tile_025455,train,ok,11714,0.008,
tile_025456,train,ok,12387,0.006,
tile_025457,train,ok,12577,0.007,
tile_025458,train,ok,12723,0.006,
tile_025459,train,ok,13102,0.007,
tile_025460,train,ok,12580,0.007,
tile_025461,train,ok,12227,0.007,
tile_025462,train,ok,10317,0.009,
tile_025463,train,ok,11698,0.007,
tile_025464,train,ok,13076,0.007,
tile_025465,train,ok,11879,0.006,
tile_025466,train,ok,9950,0.007,
tile_025467,train,ok,12415,0.006,
tile_025468,train,ok,12357,0.007,
tile_025469,train,ok,12332,0.009,
tile_025470,train,ok,12391,0.008,
tile_025471,train,ok,10040,0.007,
tile_025472,train,ok,10517,0.007,
tile_025473,train,ok,9882,0.007,
tile_025474,train,ok,12583,0.007,
tile_025475,train,ok,9689,0.008,
tile_025476,train,ok,10446,0.007,
tile_025477,train,ok,9575,0.006,
tile_025478,train,ok,10755,0.006,
tile_025479,train,ok,11917,0.006,
tile_025480,train,ok,10917,0.006,
tile_025481,train,ok,12422,0.006,
tile_025482,train,ok,12042,0.006,
tile_025483,train,ok,10501,0.006,
tile_025484,train,ok,12367,0.006,
tile_025485,train,ok,9573,0.005,
tile_025486,train,ok,13050,0.006,
tile_025487,train,ok,9798,0.006,
tile_025488,train,ok,11021,0.007,
tile_025489,train,ok,10146,0.006,
tile_025490,train,ok,11117,0.006,
tile_025491,train,ok,12954,0.006,
tile_025492,train,ok,12398,0.006,
tile_025493,train,ok,12511,0.006,
tile_025494,train,ok,12370,0.006,
tile_025495,train,ok,11437,0.006,
tile_025496,train,ok,12939,0.006,
tile_025497,train,ok,12585,0.006,
tile_025498,train,ok,13124,0.005,
tile_025499,train,ok,11768,0.005,
tile_025500,train,ok,12742,0.006,
tile_025501,test,ok,12248,0.006,
tile_025502,train,ok,12464,0.006,
tile_025503,train,ok,12513,0.006,
tile_025504,train,ok,13109,0.005,
tile_025505,train,ok,12364,0.005,
tile_025506,train,ok,12035,0.006,
tile_025507,train,ok,11716,0.005,
tile_025508,train,ok,12940,0.006,
tile_025509,train,ok,12703,0.006,
tile_025510,train,ok,11950,0.006,
tile_025511,train,ok,12140,0.006,
tile_025512,train,ok,10669,0.006,
tile_025513,train,ok,11256,0.005,
tile_025514,train,ok,12918,0.006,
tile_025515,train,ok,10599,0.005,
tile_025516,train,ok,12756,0.005,
tile_025517,train,ok,12631,0.006,
tile_025518,train,ok,12543,0.006,
tile_025519,train,ok,11463,0.006,
tile_025520,train,ok,11828,0.006,
tile_025521,train,ok,10694,0.005,
tile_025522,train,ok,12984,0.006,
tile_025523,train,ok,12118,0.005,
tile_025524,train,ok,11066,0.006,
tile_025525,train,ok,11924,0.005,
tile_025526,train,ok,12334,0.006,
tile_025527,train,ok,12146,0.006,
tile_025528,train,ok,12702,0.006,
tile_025529,train,ok,10461,0.006,
tile_025530,train,ok,13071,0.006,
tile_025531,train,ok,12175,0.006,
tile_025532,train,ok,11366,0.006,
tile_025533,train,ok,12812,0.006,
tile_025534,train,ok,12423,0.006,
tile_025535,train,ok,12951,0.006,
tile_025536,train,ok,12498,0.006,
tile_025537,train,ok,12363,0.006,
tile_025538,train,ok,12793,0.006,
tile_025539,train,ok,12137,0.006,
tile_025540,train,ok,11413,0.006,
tile_025541,train,ok,13098,0.006,
tile_025542,train,ok,12861,0.008,
tile_025543,train,ok,11592,0.008,
tile_025544,train,ok,12846,0.008,
tile_025545,train,ok,12422,0.009,
tile_025546,train,ok,12516,0.01,
tile_025547,train,ok,10329,0.008,
tile_025548,test,ok,13069,0.008,
tile_025549,train,ok,12314,0.008,
tile_025550,train,ok,12076,0.008,
tile_025551,train,ok,11120,0.008,
tile_025552,train,ok,12855,0.009,
tile_025553,train,ok,12355,0.009,
tile_025554,train,ok,12551,0.008,
tile_025555,train,ok,12042,0.008,
tile_025556,train,ok,12296,0.008,
tile_025557,train,ok,11279,0.008,
tile_025558,train,ok,11703,0.009,
tile_025559,train,ok,12101,0.01,
tile_025560,train,ok,12848,0.011,
tile_025561,train,ok,11720,0.01,
tile_025562,train,ok,12743,0.012,
tile_025563,train,ok,10374,0.012,
tile_025564,train,ok,12997,0.012,
tile_025565,train,ok,11174,0.012,
tile_025566,train,ok,13097,0.011,
tile_025567,test,ok,9560,0.012,
tile_025568,test,ok,9410,0.011,
tile_025569,train,ok,11322,0.011,
tile_025570,train,ok,11961,0.011,
tile_025571,val,ok,12915,0.01,
tile_025572,train,ok,12875,0.01,
tile_025573,train,ok,12573,0.01,
tile_025574,test,ok,12380,0.009,
tile_025575,train,ok,9923,0.009,
tile_025576,train,ok,11303,0.01,
tile_025577,train,ok,8467,0.01,
tile_025578,train,ok,12164,0.01,
tile_025579,train,ok,12871,0.009,
tile_025580,train,ok,12966,0.009,
tile_025581,train,ok,12814,0.009,
tile_025582,train,ok,12242,0.008,
tile_025583,train,ok,12687,0.009,
tile_025584,train,ok,12803,0.008,
tile_025585,train,ok,11140,0.009,
tile_025586,train,ok,10982,0.008,
tile_025587,train,ok,12856,0.008,
tile_025588,train,ok,11463,0.008,
tile_025589,train,ok,12307,0.007,
tile_025590,train,ok,12408,0.009,
tile_025591,train,ok,11701,0.009,
tile_025592,train,ok,12849,0.008,
tile_025593,train,ok,12538,0.009,
tile_025594,val,ok,12329,0.008,
tile_025595,train,ok,12977,0.007,
tile_025596,train,ok,12528,0.009,
tile_025597,train,ok,12835,0.009,
tile_025598,train,ok,12639,0.007,
tile_025599,train,ok,13046,0.007,
tile_025600,train,ok,11388,0.008,
tile_025601,test,ok,11966,0.008,
tile_025602,train,ok,12141,0.008,
tile_025603,train,ok,11510,0.009,
tile_025604,train,ok,11962,0.009,
tile_025605,train,ok,12782,0.008,
tile_025606,train,ok,12944,0.007,
tile_025607,train,ok,12677,0.009,
tile_025608,train,ok,12577,0.009,
tile_025609,train,ok,12641,0.009,
tile_025610,train,ok,13015,0.009,
tile_025611,train,ok,12315,0.008,
tile_025612,train,ok,11920,0.009,
tile_025613,train,ok,12608,0.008,
tile_025614,train,ok,11234,0.007,
tile_025615,train,ok,11785,0.009,
tile_025616,train,ok,12034,0.008,
tile_025617,train,ok,11515,0.008,
tile_025618,train,ok,12932,0.007,
tile_025619,train,ok,13019,0.007,
tile_025620,train,ok,12657,0.008,
tile_025621,train,ok,11943,0.007,
tile_025622,train,ok,12437,0.008,
tile_025623,test,ok,10854,0.007,
tile_025624,train,ok,12349,0.007,
tile_025625,train,ok,11400,0.008,
tile_025626,val,ok,11026,0.007,
tile_025627,val,ok,12777,0.007,
tile_025628,train,ok,12946,0.008,
tile_025629,train,ok,12986,0.006,
tile_025630,train,ok,11598,0.008,
tile_025631,train,ok,12325,0.008,
tile_025632,train,ok,10805,0.008,
tile_025633,train,ok,12739,0.008,
tile_025634,train,ok,13113,0.008,
tile_025635,train,ok,11934,0.006,
tile_025636,train,ok,10897,0.007,
tile_025637,train,ok,12477,0.008,
tile_025638,train,ok,13001,0.006,
tile_025639,train,ok,12791,0.007,
tile_025640,train,ok,12151,0.007,
tile_025641,train,ok,12764,0.008,
tile_025642,train,ok,12929,0.007,
tile_025643,val,ok,12951,0.007,
tile_025644,train,ok,10540,0.007,
tile_025645,val,ok,12122,0.007,
tile_025646,val,ok,12835,0.007,
tile_025647,val,ok,12802,0.007,
tile_025648,test,ok,8886,0.007,
tile_025649,test,ok,11388,0.008,
tile_025650,train,ok,11682,0.008,
tile_025651,train,ok,12242,0.007,
tile_025652,train,ok,12486,0.007,
tile_025653,train,ok,11687,0.006,
tile_025654,train,ok,12231,0.006,
tile_025655,train,ok,13069,0.005,
tile_025656,train,ok,12777,0.006,
tile_025657,train,ok,12118,0.006,
tile_025658,train,ok,12167,0.006,
tile_025659,train,ok,11491,0.005,
tile_025660,train,ok,12242,0.005,
tile_025661,train,ok,11143,0.006,
tile_025662,train,ok,11263,0.006,
tile_025663,train,ok,11291,0.006,
tile_025664,train,ok,10348,0.006,
tile_025665,train,ok,12444,0.006,
tile_025666,train,ok,13054,0.006,
tile_025667,train,ok,12029,0.006,
tile_025668,train,ok,12468,0.006,
tile_025669,test,ok,7514,0.005,
tile_025670,test,ok,11090,0.005,
tile_025671,train,ok,11051,0.005,
tile_025672,train,ok,12345,0.006,
tile_025673,train,ok,13036,0.006,
tile_025674,train,ok,12556,0.005,
tile_025675,train,ok,11908,0.006,
tile_025676,train,ok,12280,0.005,
tile_025677,train,ok,12472,0.006,
tile_025678,train,ok,12900,0.006,
tile_025679,train,ok,12798,0.006,
tile_025680,train,ok,12913,0.007,
tile_025681,train,ok,12875,0.007,
tile_025682,train,ok,12520,0.007,
tile_025683,train,ok,12898,0.007,
tile_025684,train,ok,11951,0.006,
tile_025685,train,ok,12497,0.005,
tile_025686,train,ok,12898,0.005,
tile_025687,train,ok,12058,0.005,
tile_025688,train,ok,10560,0.006,
tile_025689,train,ok,12268,0.006,
tile_025690,train,ok,12538,0.006,
tile_025691,train,ok,12142,0.006,
tile_025692,train,ok,11600,0.006,
tile_025693,train,ok,12064,0.006,
tile_025694,train,ok,12994,0.006,
tile_025695,train,ok,12417,0.005,
tile_025696,val,ok,12839,0.006,
tile_025697,val,ok,11781,0.006,
tile_025698,train,ok,12474,0.006,
tile_025699,test,ok,10867,0.005,
tile_025700,train,ok,13083,0.007,
tile_025701,train,ok,12140,0.007,
tile_025702,train,ok,12181,0.007,
tile_025703,train,ok,11691,0.007,
tile_025704,train,ok,12795,0.005,
tile_025705,train,ok,11918,0.007,
tile_025706,train,ok,12636,0.006,
tile_025707,train,ok,13028,0.006,
tile_025708,train,ok,12102,0.006,
tile_025709,train,ok,11542,0.006,
tile_025710,train,ok,11858,0.006,
tile_025711,train,ok,11876,0.006,
tile_025712,train,ok,11644,0.006,
tile_025713,train,ok,12264,0.007,
tile_025714,train,ok,12236,0.007,
tile_025715,train,ok,12520,0.006,
tile_025716,train,ok,12869,0.006,
tile_025717,train,ok,12665,0.007,
tile_025718,train,ok,10776,0.006,
tile_025719,train,ok,13110,0.007,
tile_025720,train,ok,12976,0.006,
tile_025721,train,ok,12939,0.006,
tile_025722,train,ok,11477,0.006,
tile_025723,train,ok,13009,0.006,
tile_025724,train,ok,12534,0.006,
tile_025725,train,ok,12726,0.006,
tile_025726,train,ok,12832,0.006,
tile_025727,train,ok,12036,0.007,
tile_025728,train,ok,13091,0.006,
tile_025729,train,ok,13087,0.007,
tile_025730,train,ok,11916,0.006,
tile_025731,train,ok,12384,0.006,
tile_025732,train,ok,12759,0.006,
tile_025733,train,ok,12344,0.007,
tile_025734,train,ok,12241,0.006,
tile_025735,train,ok,12138,0.006,
tile_025736,val,ok,13005,0.006,
tile_025737,train,ok,10856,0.006,
tile_025738,train,ok,11388,0.006,
tile_025739,train,ok,12942,0.006,
tile_025740,train,ok,11427,0.005,
tile_025741,train,ok,12455,0.006,
tile_025742,train,ok,12760,0.006,
tile_025743,train,ok,12792,0.006,
tile_025744,train,ok,12175,0.006,
tile_025745,train,ok,13103,0.006,
tile_025746,val,ok,12797,0.006,
tile_025747,train,ok,13091,0.006,
tile_025748,train,ok,12566,0.007,
tile_025749,val,ok,12942,0.006,
tile_025750,train,ok,12782,0.005,
tile_025751,train,ok,11312,0.006,
tile_025752,train,ok,13068,0.007,
tile_025753,train,ok,9835,0.006,
tile_025754,train,ok,13088,0.006,
tile_025755,train,ok,12318,0.005,
tile_025756,train,ok,11710,0.006,
tile_025757,train,ok,12750,0.006,
tile_025758,train,ok,11260,0.006,
tile_025759,test,ok,12293,0.006,
tile_025760,train,ok,12262,0.005,
tile_025761,train,ok,11032,0.007,
tile_025762,train,ok,12932,0.007,
tile_025763,train,ok,12831,0.008,
tile_025764,test,ok,12284,0.008,
tile_025765,train,ok,11052,0.006,
tile_025766,train,ok,10864,0.006,
tile_025767,train,ok,12096,0.006,
tile_025768,train,ok,11571,0.006,
tile_025769,train,ok,13009,0.007,
tile_025770,train,ok,11798,0.005,
tile_025771,train,ok,12165,0.005,
tile_025772,train,ok,11981,0.006,
tile_025773,train,ok,12189,0.006,
tile_025774,train,ok,12487,0.007,
tile_025775,train,ok,12914,0.006,
tile_025776,train,ok,12383,0.006,
tile_025777,train,ok,12607,0.006,
tile_025778,train,ok,12681,0.006,
tile_025779,train,ok,11896,0.006,
tile_025780,train,ok,12194,0.006,
tile_025781,train,ok,12161,0.006,
tile_025782,train,ok,12777,0.056,
tile_025783,train,ok,10855,0.079,
tile_025784,train,ok,11687,0.08,
tile_025785,train,ok,12940,0.078,
tile_025786,train,ok,12802,0.03,
tile_025787,train,ok,10788,0.009,
tile_025788,train,ok,13096,0.008,
tile_025789,train,ok,13036,0.009,
tile_025790,train,ok,12184,0.009,
tile_025791,train,ok,12802,0.008,
tile_025792,train,ok,12851,0.008,
tile_025793,test,ok,12490,0.008,
tile_025794,train,ok,12987,0.008,
tile_025795,train,ok,10677,0.008,
tile_025796,train,ok,12980,0.008,
tile_025797,train,ok,9058,0.009,
tile_025798,train,ok,12966,0.008,
tile_025799,train,ok,12683,0.009,
tile_025800,train,ok,12516,0.009,
tile_025801,train,ok,11869,0.008,
tile_025802,train,ok,13018,0.008,
tile_025803,train,ok,12651,0.008,
tile_025804,train,ok,12331,0.009,
tile_025805,train,ok,11711,0.008,
tile_025806,train,ok,12460,0.009,
tile_025807,train,ok,10127,0.01,
tile_025808,train,ok,12893,0.01,
tile_025809,train,ok,11597,0.009,
tile_025810,train,ok,12161,0.009,
tile_025811,train,ok,12424,0.008,
tile_025812,test,ok,12396,0.008,
tile_025813,train,ok,12894,0.008,
tile_025814,train,ok,12299,0.008,
tile_025815,train,ok,12497,0.008,
tile_025816,train,ok,11407,0.008,
tile_025817,train,ok,13011,0.007,
tile_025818,train,ok,11877,0.007,
tile_025819,test,ok,13148,0.007,
tile_025820,train,ok,12965,0.007,
tile_025821,train,ok,12904,0.007,
tile_025822,train,ok,12831,0.007,
tile_025823,train,ok,12258,0.006,
tile_025824,train,ok,12714,0.007,
tile_025825,val,ok,12585,0.007,
tile_025826,train,ok,13010,0.007,
tile_025827,train,ok,13049,0.005,
tile_025828,train,ok,12964,0.007,
tile_025829,train,ok,12753,0.007,
tile_025830,train,ok,13072,0.007,
tile_025831,val,ok,12391,0.007,
tile_025832,train,ok,12662,0.008,
tile_025833,train,ok,12204,0.007,
tile_025834,test,ok,12855,0.008,
tile_025835,test,ok,12479,0.007,
tile_025836,test,ok,12628,0.008,
tile_025837,train,ok,13083,0.008,
tile_025838,test,ok,12776,0.007,
tile_025839,train,ok,12976,0.007,
tile_025840,train,ok,12843,0.007,
tile_025841,train,ok,12990,0.007,
tile_025842,train,ok,12228,0.007,
tile_025843,train,ok,11051,0.006,
tile_025844,train,ok,12779,0.008,
tile_025845,val,ok,12037,0.006,
tile_025846,train,ok,12806,0.007,
tile_025847,train,ok,12805,0.007,
tile_025848,train,ok,10657,0.006,
tile_025849,test,ok,10131,0.006,
tile_025850,test,ok,11647,0.006,
tile_025851,train,ok,12858,0.006,
tile_025852,train,ok,13059,0.006,
tile_025853,test,ok,13047,0.007,
tile_025854,train,ok,11997,0.006,
tile_025855,train,ok,10113,0.006,
tile_025856,train,ok,11524,0.006,
tile_025857,train,ok,12712,0.006,
tile_025858,train,ok,13150,0.006,
tile_025859,test,ok,12949,0.006,
tile_025860,test,ok,10457,0.007,
tile_025861,train,ok,12575,0.006,
tile_025862,train,ok,12888,0.008,
tile_025863,train,ok,12066,0.007,
tile_025864,train,ok,11175,0.007,
tile_025865,train,ok,12036,0.007,
tile_025866,train,ok,12992,0.008,
tile_025867,test,ok,12773,0.006,
tile_025868,test,ok,11268,0.008,
tile_025869,train,ok,11807,0.007,
tile_025870,train,ok,12634,0.008,
tile_025871,train,ok,12238,0.008,
tile_025872,train,ok,12196,0.007,
tile_025873,train,ok,12583,0.007,
